house car land income mate class
3 2 3 30087 0 2
1 2 1 63700 1 1
2 3 0 81930 1 1
2 2 2 90894 0 0
1 1 3 32921 1 0
4 2 4 83287 0 2
4 4 2 -14995 0 2
4 3 2 62248 0 2
1 4 4 -36185 1 0
4 2 0 9216 1 1
2 3 3 45921 0 0
0 0 1 77713 1 1
1 2 1 72190 0 0
3 1 3 21333 0 2
3 1 2 2246 0 1
4 2 1 -26201 1 1
4 3 0 89656 0 2
0 4 0 -27822 1 0
4 4 0 -46620 1 3
1 1 0 -25391 1 0
4 3 0 -25990 1 3
3 1 2 -38058 1 1
0 3 3 86119 1 1
4 2 2 -32482 1 1
0 4 4 70306 1 1
4 4 0 14480 1 3
1 0 0 98030 1 1
2 4 0 -17339 1 0
2 3 0 -18375 0 0
0 4 3 98968 0 0
3 4 3 85222 1 3
1 0 4 -27405 0 0
1 4 2 -46868 0 0
4 2 1 48726 0 1
1 3 4 81465 0 0
1 1 1 39461 0 0
4 1 3 -9684 1 3
1 0 1 30631 1 0
1 4 3 21640 1 0
2 3 3 27443 0 0
4 0 1 2647 0 1
0 0 0 18682 1 0
2 4 4 55257 0 0
0 1 4 74861 0 0
0 4 3 55825 0 0
1 3 0 92024 1 1
2 0 4 -7075 1 0
4 1 1 20919 1 1
3 1 3 25574 0 2
1 2 0 -19668 1 0
1 4 4 86873 1 1
1 2 0 -43998 0 0
2 2 3 2536 0 0
2 3 4 -16716 0 0
4 4 0 14583 0 2
1 0 0 15074 0 0
2 4 2 19327 1 0
1 2 0 74521 0 0
4 0 1 35391 0 1
4 1 1 -3751 0 1
2 4 3 -48165 1 0
3 0 0 -1976 0 1
1 3 3 4750 1 0
2 3 2 81701 0 0
4 2 1 52857 0 1
2 4 4 84292 1 1
2 4 4 -11417 1 0
0 0 2 40266 0 0
4 2 4 5033 0 2
0 2 0 24102 0 0
2 1 0 57070 0 0
1 0 4 83233 1 1
4 0 2 79738 1 1
0 3 4 66402 1 1
3 4 3 -11063 0 2
1 3 3 76065 1 1
3 4 1 48077 0 2
1 3 0 77325 1 1
3 4 2 -5316 0 2
4 3 4 -20760 0 2
1 3 3 30552 0 0
0 0 1 85265 1 1
3 1 1 -32731 1 1
4 1 1 52944 1 1
0 4 0 52061 1 1
2 0 4 -23575 0 0
1 1 3 60176 1 1
3 4 2 -44517 0 2
1 4 4 -40224 1 0
4 4 2 -46493 0 2
0 4 4 25706 0 0
0 3 4 -29821 1 0
1 3 0 73156 1 1
1 4 2 60528 0 0
3 4 0 35120 0 2
4 1 1 -38194 1 1
3 2 2 8583 0 1
3 0 3 -37157 0 2
4 4 1 -24806 1 3
1 0 2 -45861 0 0
2 3 4 -13367 1 0
1 3 3 -25706 0 0
3 0 1 38831 0 1
2 2 1 51363 0 0
3 2 0 19765 0 1
3 2 1 10891 0 1
0 2 1 16814 1 0
2 2 1 98144 0 0
1 2 3 43216 1 1
2 3 4 82914 0 0
1 0 4 -46733 0 0
4 0 2 81450 1 1
4 2 1 -35936 1 1
1 3 0 14453 0 0
1 4 2 -30157 0 0
2 2 0 -39267 1 0
2 1 3 -25543 1 0
0 2 4 41086 1 1
3 3 2 43763 1 3
0 1 0 -25895 0 0
0 3 4 -3148 1 0
1 3 1 -49132 1 0
1 0 2 24168 1 0
3 4 1 -27996 1 3
0 4 0 -23111 1 0
1 0 0 32174 1 0
2 4 3 75585 0 0
2 0 2 -4171 1 0
4 0 0 -10492 0 1
1 1 0 18456 0 0
0 1 3 73773 0 0
4 2 4 -34446 0 2
2 3 0 -47538 1 0
0 1 3 50968 1 1
1 1 0 19858 1 0
1 0 1 -945 0 0
3 1 4 -3009 0 2
2 1 3 36652 0 0
1 4 2 33355 1 0
1 0 1 -25857 0 0
2 1 2 31203 1 0
0 1 2 76452 1 1
2 2 2 3816 0 0
2 3 2 42267 0 0
0 2 2 -42591 0 0
2 2 4 -6916 1 0
0 4 2 9396 1 0
3 1 3 68394 1 3
2 2 1 67397 0 0
1 3 1 -6700 0 0
4 0 1 84748 0 1
2 4 1 7446 1 0
1 1 3 -28135 1 0
0 0 0 95674 0 0
3 0 2 -47056 1 1
1 1 1 41417 0 0
3 4 0 19839 1 3
4 4 1 74777 0 2
1 4 2 -37123 0 0
3 1 0 60653 0 1
3 1 0 64582 1 1
1 1 0 -32202 0 0
2 3 1 26531 1 0
2 2 0 -31807 0 0
1 1 1 8432 0 0
3 4 2 13683 1 3
4 0 0 -33547 1 1
0 1 4 31908 0 0
4 0 2 -3354 1 1
4 3 4 71909 0 2
1 0 3 -5177 0 0
4 0 0 71470 1 1
3 0 1 53758 1 1
4 4 2 90203 1 3
3 1 2 55049 1 1
1 3 3 57738 1 1
1 3 4 -23542 1 0
2 3 1 -34721 1 0
2 1 2 -24096 0 0
2 1 0 68572 0 0
2 3 0 -37083 0 0
2 2 2 -13379 1 0
4 4 3 -35457 1 3
4 2 2 8681 1 1
0 0 4 -35683 0 0
3 1 1 -21589 0 1
4 0 3 -38288 1 3
4 2 2 36686 1 1
1 0 2 80730 1 1
2 0 1 62735 0 0
0 3 3 -16788 0 0
3 3 0 93454 0 2
1 2 1 -31211 0 0
0 0 0 -21951 1 0
2 4 2 69177 0 0
4 4 2 57124 1 3
3 4 3 -15169 0 2
3 1 3 -15253 1 3
4 3 1 83709 1 3
4 3 2 -37924 1 3
0 3 0 53560 0 0
3 4 4 -16021 0 2
0 0 0 31713 1 0
3 2 3 79781 1 3
1 4 4 53927 1 1
1 2 4 55929 1 1
0 3 0 17603 0 0
4 1 2 -48265 1 1
0 1 1 3492 1 0
2 1 2 31530 0 0
1 2 2 57580 1 1
1 0 2 26023 0 0
1 1 4 56958 1 1
1 4 1 27353 0 0
4 2 1 22775 1 1
1 3 1 32870 0 0
2 2 2 -29994 0 0
0 2 4 16297 1 0
0 1 4 77634 0 0
2 2 0 9977 1 0
0 3 2 79405 0 0
0 2 4 20386 0 0
3 0 4 -8374 0 2
3 0 2 -2166 1 1
4 1 4 76499 0 2
1 0 1 33531 1 0
0 0 1 -38889 0 0
4 3 3 -39178 1 3
0 1 4 3963 0 0
4 3 3 68689 0 2
0 2 2 74821 1 1
3 2 1 74879 1 1
2 3 0 30983 0 0
3 4 1 29157 0 2
0 3 1 -25061 1 0
2 4 3 87845 1 1
0 3 1 27746 1 0
3 3 0 -22501 1 3
2 4 3 -1238 0 0
3 2 3 84951 1 3
1 0 3 39105 0 0
2 4 1 -1322 0 0
0 3 4 43587 1 1
1 0 4 30610 1 0
2 1 2 -49232 0 0
3 3 4 -33073 1 3
4 0 1 27485 1 1
1 1 0 -48936 1 0
1 1 3 -45734 1 0
3 4 0 -45038 1 3
3 4 3 67237 1 3
4 1 0 21098 0 1
3 0 4 13825 0 2
2 0 1 -23692 1 0
3 2 4 33785 0 2
3 4 1 -25402 0 2
2 1 1 25097 0 0
1 1 4 73522 1 1
0 2 3 70471 0 0
2 4 1 18206 1 0
0 4 2 -47199 0 0
1 1 1 98586 1 1
2 2 3 23404 0 0
4 1 3 92041 0 2
3 2 0 46568 1 1
2 3 1 28352 1 0
0 4 4 951 0 0
2 4 3 76255 0 0
1 4 2 14664 1 0
2 4 2 80672 0 0
1 0 1 12787 0 0
3 3 1 55236 0 2
0 3 0 34505 0 0
2 4 4 12269 0 0
3 0 4 48276 1 3
1 2 4 55017 0 0
1 3 2 92060 1 1
0 4 2 98859 0 0
3 3 1 -22423 0 2
4 1 2 12683 0 1
1 1 1 -41897 0 0
3 1 1 -47805 0 1
0 2 3 51279 0 0
2 1 2 39329 1 0
2 1 4 -37759 1 0
1 0 4 21739 1 0
3 1 1 76253 0 1
1 3 0 -40325 0 0
3 1 4 88925 0 2
4 1 2 48428 1 1
2 4 4 -26028 0 0
2 2 2 -49607 0 0
3 4 1 -12793 1 3
0 1 3 -18464 1 0
2 2 3 -3577 0 0
4 4 1 -38599 1 3
2 4 1 -37477 1 0
3 3 3 85402 0 2
2 0 2 -4173 0 0
2 1 2 35056 1 0
1 1 1 46082 1 1
3 0 2 -8535 0 1
0 4 3 17567 1 0
2 4 2 4068 1 0
1 1 3 -34534 1 0
4 1 1 79777 1 1
4 4 2 50044 1 3
3 3 4 44092 0 2
3 1 1 -38028 0 1
2 1 3 69638 1 1
2 2 0 98594 1 1
3 4 4 73495 0 2
3 4 4 72609 1 3
4 0 1 -42149 0 1
2 4 0 60629 0 0
1 3 3 -2819 1 0
0 4 2 81489 0 0
1 2 3 -11689 0 0
1 0 2 72771 0 0
3 3 0 40511 1 3
1 1 2 3440 0 0
1 3 2 14182 1 0
1 1 3 99183 1 1
3 4 1 94761 0 2
0 2 2 31302 1 0
0 3 3 29064 1 0
3 0 4 31958 1 3
4 1 1 -18635 1 1
2 3 0 -25938 1 0
0 0 4 89427 0 0
3 2 4 69465 1 3
4 1 1 28617 0 1
1 1 1 28612 1 0
0 4 4 6614 1 0
4 2 4 -3297 0 2
2 0 1 -28 1 0
1 1 3 48311 1 1
1 3 1 83663 0 0
3 3 2 68989 0 2
1 2 2 33513 0 0
0 3 3 99381 1 1
4 0 0 60286 1 1
4 3 0 -8698 0 2
1 1 3 36643 0 0
3 2 1 67175 0 1
0 4 3 16881 0 0
3 2 3 22383 0 2
0 4 0 4326 0 0
4 0 3 -20112 1 3
3 1 4 1016 1 3
4 4 0 82168 0 2
1 3 1 -17453 0 0
1 3 3 9291 1 0
2 1 0 41684 0 0
2 4 3 -37223 1 0
0 3 4 67951 1 1
1 3 2 -7523 1 0
2 3 4 6160 1 0
3 0 1 74559 1 1
0 2 0 8632 0 0
2 0 3 29298 0 0
0 3 3 97581 1 1
0 1 3 -48588 0 0
2 1 2 -5 1 0
4 2 3 86357 0 2
0 2 0 -7245 0 0
1 2 3 61004 1 1
2 2 3 -13038 1 0
2 1 0 24627 1 0
3 0 2 -10942 0 1
0 2 1 90160 0 0
0 4 3 75033 1 1
2 4 1 -31910 0 0
3 3 2 14202 1 3
3 4 2 -48807 0 2
4 0 0 34616 0 1
1 4 1 36383 1 0
1 4 4 67197 1 1
3 0 3 -36926 1 3
0 1 3 -13630 0 0
3 0 0 -29792 0 1
2 0 3 35354 0 0
2 1 2 39829 0 0
1 1 1 62617 0 0
0 2 4 55726 1 1
1 4 2 69641 1 1
2 3 3 -33076 1 0
2 1 4 93507 1 1
2 3 2 44269 0 0
3 4 2 21741 0 2
3 2 0 36864 1 1
3 0 1 10686 0 1
1 3 1 -3839 1 0
2 1 2 22550 0 0
1 1 1 -40047 1 0
4 2 0 -11568 0 1
3 4 0 4708 0 2
0 2 3 89895 0 0
4 2 3 97413 0 2
1 4 0 4121 1 0
3 3 0 -30394 1 3
4 2 1 -41388 0 1
0 3 1 97575 0 0
1 3 3 40597 1 1
0 2 1 69179 0 0
0 0 2 84794 0 0
3 3 1 -37571 1 3
1 4 0 61673 1 1
2 4 0 31859 0 0
2 4 3 20781 0 0
4 4 2 29112 0 2
0 2 3 57469 0 0
3 4 0 88600 1 3
4 3 3 -41122 1 3
2 4 1 99607 1 1
4 0 3 -31988 0 2
1 0 0 -28489 1 0
2 3 1 -36641 0 0
0 1 1 72422 1 1
1 1 4 27582 0 0
4 3 1 25889 1 3
1 4 4 87705 1 1
2 0 3 -9263 0 0
4 0 1 78882 1 1
2 3 2 48689 1 1
3 0 4 -40807 1 3
2 2 2 -22139 0 0
4 1 1 87117 1 1
3 1 1 66462 0 1
4 0 1 35145 1 1
1 1 0 91360 1 1
0 4 0 26550 1 0
4 2 4 -46532 0 2
1 2 4 9761 1 0
0 2 0 -44096 0 0
4 2 3 26912 0 2
3 1 0 -38687 1 1
0 0 2 62558 0 0
2 3 1 96221 0 0
4 4 2 -10954 1 3
1 3 4 9821 1 0
1 3 1 -24069 0 0
0 1 0 -32605 1 0
3 3 4 94201 1 3
1 2 1 82912 0 0
2 4 1 44804 1 1
2 0 1 96864 1 1
1 0 3 14537 1 0
0 3 1 26644 0 0
2 2 3 -13414 1 0
3 1 0 98972 0 1
1 1 2 48852 1 1
1 1 2 41883 0 0
1 0 3 27637 1 0
4 2 2 -24928 0 1
2 1 1 4874 0 0
0 2 4 38271 1 0
3 3 0 95474 0 2
2 0 1 3637 1 0
4 3 0 42804 0 2
0 0 0 98532 0 0
4 3 1 40100 0 2
0 1 0 -2765 1 0
4 1 4 -4889 1 3
1 3 4 20086 0 0
4 1 3 67187 1 3
1 1 0 69908 1 1
3 3 4 54068 1 3
0 1 4 31933 0 0
3 0 3 -47672 1 3
1 0 3 2255 1 0
2 4 0 -5357 0 0
0 4 4 -13593 1 0
4 0 1 53154 1 1
1 0 4 50803 1 1
4 2 2 90909 1 1
3 0 0 55357 1 1
2 4 1 566 1 0
4 2 1 -13443 1 1
2 4 4 36016 0 0
2 0 4 31718 1 0
2 0 0 -16760 1 0
2 0 4 -15851 0 0
2 2 3 67192 0 0
2 0 4 -5280 1 0
1 3 4 -15227 1 0
4 0 0 6291 0 1
2 0 2 44180 1 1
4 2 2 -48732 0 1
0 3 0 11926 1 0
3 2 0 48746 1 1
0 3 1 8039 0 0
3 0 2 54423 1 1
0 2 0 -33105 0 0
4 4 1 -16539 1 3
4 3 1 55529 0 2
0 3 1 -46662 0 0
3 1 4 33647 0 2
0 2 4 34591 1 0
3 2 1 52530 1 1
1 0 4 -42138 1 0
0 2 0 45555 0 0
0 0 0 47098 0 0
4 3 2 85551 1 3
1 3 0 -40388 0 0
1 0 2 33139 1 0
0 1 0 -4838 1 0
0 3 3 93473 0 0
2 4 3 -21497 1 0
1 3 4 66165 1 1
3 0 1 -8543 0 1
1 3 0 70490 0 0
0 2 4 49129 0 0
2 0 0 70771 0 0
1 0 4 81532 1 1
1 2 1 -30546 0 0
0 4 1 3312 0 0
0 2 0 16320 0 0
1 1 4 -44043 0 0
3 4 1 -46420 0 2
2 3 2 45270 0 0
1 3 2 -39976 1 0
2 2 2 42879 1 1
3 2 3 25676 1 3
0 2 4 -29457 0 0
2 4 4 36978 0 0
0 1 0 -26094 1 0
3 2 4 71044 0 2
3 3 4 35794 1 3
2 0 1 91986 0 0
3 3 3 55567 0 2
4 3 2 -22466 0 2
0 3 3 -45217 0 0
3 3 3 62804 0 2
0 0 4 8865 1 0
0 4 2 47184 0 0
1 4 0 63153 0 0
0 3 1 27351 1 0
2 3 1 -18377 1 0
2 4 4 96682 0 0
4 1 1 62774 1 1
3 2 1 69102 0 1
0 2 0 47711 1 1
0 3 0 66136 1 1
3 2 4 62838 0 2
4 1 0 24576 0 1
4 3 3 -19218 1 3
0 4 2 66916 0 0
4 4 3 -39104 1 3
0 4 2 98748 1 1
4 0 3 32436 1 3
1 4 0 -8257 1 0
2 3 4 38087 1 0
2 3 1 98468 1 1
1 3 4 -48463 0 0
2 0 3 82599 1 1
1 0 4 14216 0 0
3 3 1 80420 0 2
4 4 4 86553 0 2
4 3 2 57025 1 3
3 0 3 82026 0 2
0 4 3 -22670 1 0
4 3 4 -40151 0 2
4 2 4 85528 0 2
0 4 0 -36530 1 0
1 4 0 83979 1 1
0 1 2 22408 0 0
2 1 0 -14958 1 0
4 4 1 -23658 0 2
3 1 2 -31667 0 1
4 0 1 -15174 1 1
0 2 4 -15329 1 0
2 4 0 69840 0 0
2 2 0 54571 0 0
3 2 0 -45054 1 1
1 0 1 37312 1 0
4 3 2 5624 0 2
1 3 1 53927 0 0
0 4 1 -32903 0 0
4 0 0 10466 0 1
4 1 2 92671 0 1
2 1 4 47324 0 0
0 2 3 40733 1 1
2 0 4 64130 0 0
2 4 0 -388 0 0
3 3 4 18049 1 3
1 1 1 -16789 1 0
4 1 3 98787 0 2
4 2 4 -18674 1 3
2 0 1 988 1 0
0 0 0 -30170 1 0
3 3 4 -38226 0 2
1 3 3 84412 1 1
1 2 3 61946 1 1
3 3 4 74228 1 3
1 1 3 33008 1 0
2 4 3 58107 0 0
4 4 3 27461 1 3
1 1 3 66004 0 0
1 0 3 65355 0 0
4 4 4 52879 1 3
3 2 0 1286 1 1
0 0 2 -28321 0 0
2 4 3 -26415 1 0
0 4 1 30579 1 0
0 0 0 -44623 0 0
2 4 3 9921 0 0
0 4 0 74617 1 1
3 0 4 30014 1 3
3 4 2 -3796 0 2
3 2 2 91430 1 1
3 2 0 64276 1 1
3 1 2 89697 1 1
0 2 1 -26847 0 0
1 3 1 93507 1 1
1 3 1 17347 0 0
3 3 0 27758 1 3
3 0 3 -22523 1 3
0 0 1 32096 1 0
4 4 3 -30675 0 2
2 4 2 63676 1 1
2 4 3 -13221 1 0
1 3 0 58039 1 1
4 2 0 -41810 1 1
1 4 2 17211 0 0
0 2 3 -11362 0 0
1 2 4 2076 0 0
0 0 4 19629 1 0
2 4 3 -532 0 0
1 4 1 -14232 1 0
2 2 3 45085 0 0
0 4 1 -44453 1 0
1 1 4 7002 0 0
2 0 0 -4213 0 0
0 2 2 74721 0 0
3 2 1 36094 1 1
0 4 0 -45255 0 0
3 0 2 66850 0 1
0 1 3 22061 1 0
4 4 1 -27462 0 2
4 4 0 67304 0 2
2 1 4 81714 0 0
4 4 0 -20551 0 2
1 3 2 39155 0 0
4 4 1 -6994 1 3
1 4 1 -22525 1 0
3 1 0 -48553 1 1
1 2 2 38667 1 0
1 4 1 -17440 0 0
1 1 0 73441 1 1
0 4 0 -14174 1 0
1 3 0 -41871 0 0
3 0 3 98523 1 3
1 4 2 -23012 0 0
0 0 4 28199 0 0
2 0 4 -40866 1 0
4 2 1 43105 0 1
2 0 2 19540 0 0
0 3 2 -15800 0 0
2 4 4 5390 1 0
1 0 3 72000 0 0
3 1 2 -23697 1 1
0 3 1 -6007 0 0
3 0 4 -12343 0 2
3 1 1 -29608 0 1
0 4 1 15932 0 0
0 0 0 -18834 1 0
4 0 3 -16257 1 3
2 1 0 69362 0 0
4 1 0 60604 0 1
0 2 3 52287 0 0
2 0 1 78658 0 0
3 3 3 89783 1 3
1 0 1 -1931 1 0
4 1 3 -34875 0 2
3 2 4 -32390 0 2
2 4 0 77602 0 0
4 3 1 64951 1 3
3 2 3 75019 1 3
1 0 0 97577 0 0
0 4 1 91639 1 1
2 2 0 74287 0 0
4 4 4 69519 1 3
3 4 1 -38523 1 3
2 0 0 -22935 1 0
2 0 2 34907 0 0
2 3 3 67272 1 1
3 1 3 57504 1 3
4 0 4 -35886 1 3
3 4 1 3401 1 3
2 2 4 27184 1 0
2 0 2 93163 1 1
1 3 0 29897 0 0
3 1 4 50103 0 2
3 1 2 4141 0 1
1 4 4 -37923 1 0
0 1 2 93630 0 0
0 2 3 96913 0 0
3 0 4 75058 1 3
3 0 3 -29226 0 2
3 3 1 -14624 0 2
4 3 0 -4996 0 2
3 3 1 27926 1 3
0 1 3 -48404 0 0
3 2 4 10372 1 3
3 1 2 -17445 0 1
2 2 4 66302 0 0
1 1 1 54026 1 1
1 0 0 74556 1 1
4 3 3 -33701 1 3
4 0 0 21477 0 1
1 0 4 21145 0 0
0 3 2 21018 1 0
1 1 1 70067 1 1
2 2 4 44449 1 1
2 3 1 16914 0 0
0 1 0 -11970 0 0
0 0 3 17267 1 0
4 2 3 -25964 1 3
0 3 1 89086 0 0
4 1 3 21211 0 2
4 2 3 22678 1 3
2 4 0 16433 0 0
4 4 2 60801 0 2
0 4 0 45839 1 1
1 1 2 -21713 1 0
3 0 1 67259 1 1
2 1 0 43423 1 1
0 4 2 26624 0 0
1 2 2 40613 0 0
3 0 1 -28298 0 1
0 2 4 16557 1 0
1 2 4 -8050 0 0
0 0 4 38283 1 0
4 4 2 37873 1 3
3 2 1 -41619 1 1
3 2 4 -12896 0 2
4 1 4 52094 1 3
3 3 1 95447 0 2
0 2 1 -14303 1 0
2 1 0 2616 0 0
2 1 0 21432 0 0
1 3 4 18399 1 0
3 2 4 6343 0 2
0 0 0 -14744 1 0
4 3 3 10683 0 2
3 3 0 74915 0 2
0 0 4 -47712 0 0
0 4 0 92004 0 0
4 0 4 6594 1 3
3 3 2 -41037 0 2
2 2 0 -1641 1 0
1 2 3 46563 1 1
2 3 0 -21579 1 0
4 0 1 -47812 1 1
1 1 3 61530 0 0
0 2 0 22546 1 0
0 0 2 59565 1 1
4 2 4 -28149 1 3
4 0 0 -16889 0 1
3 3 3 53916 1 3
1 1 3 78371 1 1
2 3 2 32843 0 0
2 0 1 -29865 1 0
4 2 1 10604 0 1
0 1 2 11583 0 0
1 4 1 -42189 0 0
1 2 4 -8085 0 0
2 3 0 6973 0 0
3 4 4 38197 0 2
4 2 4 1835 0 2
2 3 1 61597 0 0
4 2 4 73045 0 2
1 0 2 89065 0 0
1 1 2 -1594 1 0
1 3 0 9142 0 0
1 0 1 29945 0 0
4 0 2 -9033 1 1
4 3 3 57740 0 2
0 2 0 58566 1 1
0 2 4 -15283 1 0
4 4 1 79904 1 3
2 2 4 50278 1 1
4 0 3 20471 1 3
1 4 2 7285 1 0
2 0 0 54405 0 0
0 0 4 11980 0 0
3 4 2 -47414 0 2
0 1 1 26539 1 0
4 2 1 -33557 1 1
4 0 2 21600 1 1
2 4 1 -48770 1 0
0 0 3 -14480 0 0
2 1 3 -31145 1 0
3 0 2 92599 1 1
2 2 2 -8865 0 0
2 3 4 -20041 0 0
2 2 4 5915 0 0
1 4 4 61847 1 1
1 4 4 48174 1 1
0 2 2 -27424 0 0
1 1 0 43791 0 0
2 4 0 -1651 0 0
1 1 0 -38584 1 0
1 1 2 -24552 1 0
1 4 3 87032 0 0
3 0 4 79803 0 2
2 4 0 -21075 1 0
2 3 3 53646 1 1
1 3 1 44067 1 1
2 4 1 68196 1 1
4 0 3 8824 0 2
0 2 2 -14787 0 0
2 0 1 6342 1 0
3 2 4 62017 0 2
4 4 0 16995 1 3
4 0 4 92022 1 3
1 1 3 8679 0 0
4 0 4 46688 0 2
1 4 3 -25500 1 0
4 0 0 90926 1 1
2 2 3 99817 1 1
2 3 1 -17439 1 0
4 3 1 23965 0 2
4 4 1 37105 1 3
3 1 4 -4217 1 3
1 3 2 48891 1 1
2 2 4 76640 0 0
0 0 0 50345 1 1
3 0 3 -11212 0 2
4 2 4 53035 0 2
1 1 2 -31648 1 0
4 1 2 63538 0 1
1 3 3 70870 1 1
1 3 4 -1782 0 0
0 3 0 2810 0 0
4 4 4 -26288 0 2
2 3 2 5325 0 0
2 3 0 70996 0 0
4 0 0 -12450 0 1
3 0 3 59547 1 3
1 3 0 67535 1 1
2 1 3 81197 0 0
1 1 2 42381 1 1
0 0 2 89575 1 1
3 4 4 83810 1 3
4 2 0 79107 1 1
4 1 4 69732 0 2
4 2 3 78647 0 2
2 1 3 67266 0 0
0 2 1 41348 0 0
2 0 2 -6948 0 0
2 1 3 -32122 0 0
0 0 4 90215 0 0
1 0 2 83812 0 0
3 2 3 96272 1 3
1 4 0 98127 1 1
2 3 4 -11467 0 0
0 3 4 43607 0 0
3 3 1 38195 0 2
1 0 3 79985 0 0
4 3 2 -29487 0 2
2 4 0 71042 1 1
4 4 4 72121 0 2
3 1 1 82041 0 1
0 1 0 95919 1 1
2 1 2 42022 1 1
2 4 1 99381 0 0
1 0 4 -27472 0 0
3 4 2 -3466 1 3
3 4 2 24219 0 2
1 4 0 78979 0 0
4 2 4 64429 1 3
1 0 1 38641 1 0
4 0 3 38740 1 3
1 2 4 32982 0 0
3 4 2 56131 1 3
2 1 4 94704 0 0
1 1 1 -32638 0 0
0 0 3 62219 0 0
2 3 0 -40925 0 0
3 3 4 64792 1 3
4 4 2 86900 1 3
3 4 0 41674 0 2
2 4 3 96197 0 0
4 1 1 27892 0 1
0 3 1 1050 0 0
2 2 0 71451 1 1
0 2 0 96506 1 1
4 1 3 8652 0 2
4 0 4 -46720 1 3
0 2 4 98996 0 0
2 4 4 20619 1 0
2 1 1 22672 0 0
1 3 4 81965 0 0
3 1 3 16024 1 3
1 2 3 13314 1 0
3 2 2 -3209 0 1
3 0 0 44443 1 1
4 0 1 -4212 1 1
2 1 4 90441 0 0
1 0 0 30918 1 0
0 1 3 -26443 1 0
2 0 0 42812 1 1
4 3 0 88973 0 2
1 4 2 79804 0 0
1 3 1 80715 1 1
4 0 1 16237 1 1
0 3 2 63628 0 0
0 2 3 73135 0 0
0 2 0 35230 1 0
0 0 1 6620 1 0
3 4 3 75606 1 3
4 0 3 -38999 1 3
4 1 4 -40994 1 3
1 2 0 27417 1 0
0 4 1 -38384 1 0
0 2 4 38762 1 0
3 1 1 78702 1 1
0 0 4 70690 1 1
0 1 0 19230 0 0
0 2 2 -3668 1 0
1 0 2 9591 1 0
4 0 3 20438 1 3
2 3 4 23446 0 0
3 3 1 -26586 1 3
4 1 0 -33623 0 1
3 4 1 -36692 1 3
0 4 1 79507 0 0
0 4 4 49641 0 0
0 3 0 94699 1 1
3 3 1 -34426 1 3
4 4 3 72654 0 2
1 4 1 -3266 0 0
3 2 0 73123 0 1
0 2 1 -46171 0 0
2 2 4 19469 1 0
2 3 1 7398 0 0
1 4 1 12617 1 0
3 2 1 19990 1 1
4 3 2 1990 1 3
3 4 1 60567 1 3
2 4 1 -15425 1 0
3 2 0 23025 0 1
0 0 3 -39802 0 0
2 0 4 50332 0 0
3 4 0 99575 0 2
0 4 0 5288 0 0
4 1 1 -26139 0 1
0 1 1 4213 0 0
2 1 4 4039 0 0
4 4 2 27912 1 3
0 4 4 -35483 0 0
0 4 3 29749 0 0
2 0 3 -48029 1 0
1 4 3 23950 1 0
1 2 1 17380 0 0
0 1 4 -10096 0 0
4 0 2 37896 1 1
1 4 4 -42859 0 0
0 1 1 -45912 1 0
4 0 0 72428 0 1
1 3 0 -23178 1 0
3 4 0 42119 0 2
4 4 4 14721 1 3
0 0 0 48090 0 0
1 1 4 71701 1 1
2 0 3 97787 1 1
0 4 0 6326 0 0
4 2 3 99464 1 3
0 4 4 49723 1 1
2 3 2 6507 0 0
3 4 2 28040 1 3
1 2 0 -22126 1 0
3 1 1 11027 1 1
2 0 3 -20587 1 0
0 3 3 -27641 0 0
1 0 2 -40244 1 0
2 0 0 -47649 0 0
3 2 4 -25174 0 2
1 1 0 -37716 0 0
1 4 1 87436 1 1
3 4 4 43271 1 3
0 0 4 -387 1 0
4 1 4 89379 1 3
1 3 1 46578 1 1
4 0 2 -33471 1 1
2 0 0 28558 0 0
3 3 0 52817 0 2
3 4 4 51025 0 2
4 3 2 13818 1 3
0 4 4 38877 0 0
2 1 0 61788 0 0
1 4 0 -49702 1 0
4 3 3 56351 1 3
0 0 1 8010 0 0
1 2 4 -26715 0 0
1 1 0 36995 1 0
1 2 4 38120 1 0
4 1 3 -44796 0 2
1 1 3 -16427 1 0
2 3 0 84862 0 0
4 3 1 -29213 1 3
4 0 2 -34515 1 1
3 2 3 93466 1 3
0 4 3 37824 0 0
4 1 4 61220 0 2
2 1 4 54339 0 0
0 1 3 51432 0 0
0 1 0 -25454 0 0
4 3 3 -46178 1 3
2 3 4 97802 1 1
4 1 3 20495 1 3
3 1 1 -37290 1 1
0 1 0 -14325 0 0
4 0 4 -15539 0 2
1 3 0 -15707 0 0
0 0 2 88750 1 1
1 1 2 98895 0 0
4 4 3 71327 0 2
3 0 3 27837 0 2
4 1 3 99512 0 2
4 0 0 -34459 1 1
2 3 3 -10262 1 0
0 4 0 26016 1 0
2 2 4 16687 0 0
3 2 2 44846 1 1
2 2 3 21858 0 0
3 0 1 73109 1 1
4 4 3 -8657 0 2
3 4 1 56589 1 3
0 1 3 58217 0 0
3 0 1 27902 1 1
3 0 1 29650 1 1
2 4 4 98804 0 0
4 3 2 87872 0 2
3 1 3 -26183 0 2
3 4 1 -14407 1 3
1 2 2 -13793 1 0
4 1 0 55871 1 1
4 1 3 -16478 1 3
4 2 2 18746 1 1
1 2 1 61994 0 0
4 2 3 87406 0 2
1 4 4 16293 1 0
4 3 1 -13695 0 2
3 1 4 22045 0 2
0 0 4 76074 0 0
4 3 2 65520 0 2
